rank,id,smiles,fitness,pred_pIC50,affinity_norm,permeability_norm,safety_norm,druglikeness_qed,n_chelators,chelator_penalty,logKp_cm_h,struct_alerts,applicability_tanimoto,is_hit,canon,pIC50_adamts5,pIC50_adamts4,selectivity,pareto,sa_score,MW,cLogP,HBD,HBA,TPSA,rotB,lipinski_ok,veber_ok,pred_uncertainty,developable
57,CAND-00406,O=C(O)CCCc1sc(/C=C2\NC(=O)CS2)nc1-c1ccccc1C(F)(F)F,0.6061162206530059,6.417227787946609,0.3843272152486227,0.6868668547126365,1.0,0.713175376762315,1,1.0,-2.1912916999999994,0,0.7377049180327869,False,O=C(O)CCCc1sc(/C=C2\NC(=O)CS2)nc1-c1ccccc1C(F)(F)F,6.34,5.58,0.76,False,3.1,428.5,4.4,2,5,79.3,6,True,True,0.539,True
58,CAND-00079,CC(C(=O)O)c1sc(/C=C2\NC(=O)CS2)nc1-c1ccccc1C(F)(F)F,0.6053287163111982,6.271178036880242,0.3397598696633718,0.6721094829824014,1.0,0.7848292715983742,1,1.0,-2.2613589999999992,0,0.7288135593220338,False,CC(C(=O)O)c1sc(/C=C2\NC(=O)CS2)nc1-c1ccccc1C(F)(F)F,6.39,5.52,0.87,False,3.7,414.4,4.18,2,5,79.3,4,True,True,0.738,True
59,CAND-01297,Cc1cccc(-c2nc(/C=C3\NC(=O)CS3)sc2CCC(=O)O)n1,0.6051951954403063,6.14098716188747,0.3000318887836752,0.5179233153659389,1.0,0.8505975034948956,1,1.0,-2.9934276000000013,0,0.75,False,Cc1cccc(-c2nc(/C=C3\NC(=O)CS3)sc2CCC(=O)O)n1,6.25,5.24,1.01,False,3.19,361.4,2.69,2,6,92.2,5,True,True,0.33,True
60,CAND-01296,Cc1ccc(-c2nc(/C=C3\NC(=O)CS3)sc2CCC(=O)O)nc1,0.6051951954403063,6.14098716188747,0.3000318887836752,0.5179233153659389,1.0,0.8505975034948956,1,1.0,-2.9934276000000013,0,0.8,False,Cc1ccc(-c2nc(/C=C3\NC(=O)CS3)sc2CCC(=O)O)nc1,6.21,5.21,1.0,False,3.2,361.4,2.69,2,6,92.2,5,True,True,0.32,True
61,CAND-01294,Cc1cccnc1-c1nc(/C=C2\NC(=O)CS2)sc1CCC(=O)O,0.6051951954403063,6.14098716188747,0.3000318887836752,0.5179233153659389,1.0,0.8505975034948956,1,1.0,-2.9934276000000013,0,0.7377049180327869,False,Cc1cccnc1-c1nc(/C=C2\NC(=O)CS2)sc1CCC(=O)O,6.28,5.19,1.09,False,3.24,361.4,2.69,2,6,92.2,5,True,True,0.347,True
62,CAND-01308,O=C(O)CCc1sc(/C=C2\NC(=O)CS2)nc1-c1ccc(C(F)(F)F)cn1,0.6047374651687193,6.281213403451006,0.3428221799156549,0.5548134906572886,1.0,0.777754584036306,1,1.0,-2.8182748,0,0.7619047619047619,False,O=C(O)CCc1sc(/C=C2\NC(=O)CS2)nc1-c1ccc(C(F)(F)F)cn1,6.34,5.2,1.14,False,3.23,415.4,3.4,2,6,92.2,5,True,True,0.51,True
63,CAND-00402,COc1ccc(-c2nc(/C=C3\NC(=O)CS3)sc2CCCC(=O)O)cc1,0.6046509970938048,6.328558967502749,0.3572697643833875,0.5845872089074181,1.0,0.7533870496737034,1,1.0,-2.676910600000001,0,0.7966101694915254,False,COc1ccc(-c2nc(/C=C3\NC(=O)CS3)sc2CCCC(=O)O)cc1,6.27,5.32,0.95,False,2.88,390.5,3.39,2,6,88.5,7,True,True,0.541,True
64,CAND-00072,Cc1ccc(-c2nc(/C=C3\NC(=O)CS3)sc2C(C)C(=O)O)cc1,0.6046132366596098,6.0936948285079255,0.2856005477518012,0.6352193076910521,1.0,0.8727098759456969,1,1.0,-2.4365117999999995,0,0.8461538461538461,False,Cc1ccc(-c2nc(/C=C3\NC(=O)CS3)sc2C(C)C(=O)O)cc1,6.16,5.43,0.73,False,3.55,360.5,3.47,2,5,79.3,4,True,True,0.525,True
65,CAND-01021,CCc1cc(N2CCN(C(=O)[C@@H](C)C[C@@]3(COC)NC(=O)NC3=O)C[C@@H]2C)c(O)c(OC)c1Cl,0.6042797038978555,7.211133998900382,0.6265891308459709,0.2260019871723651,0.75,0.4699504615828999,1,1.0,-4.379456200000002,1,0.7368421052631579,True,CCc1cc(N2CCN(C(=O)[C@@H](C)C[C@@]3(COC)NC(=O)NC3=O)C[C@@H]2C)c(O)c(OC)c1Cl,7.19,7.27,-0.08,False,4.35,497.0,1.9,3,7,120.4,8,True,True,0.215,True
66,CAND-00407,O=C(O)CCCc1sc(/C=C2\NC(=O)CS2)nc1-c1cccc(C(F)(F)F)c1,0.6042675878500715,6.405111636215507,0.380629949642754,0.6868668547126365,1.0,0.713175376762315,1,1.0,-2.1912916999999994,0,0.7704918032786885,False,O=C(O)CCCc1sc(/C=C2\NC(=O)CS2)nc1-c1cccc(C(F)(F)F)c1,6.39,5.69,0.7,False,3.04,428.5,4.4,2,5,79.3,6,True,True,0.627,True
67,CAND-00071,Cc1cccc(-c2nc(/C=C3\NC(=O)CS3)sc2C(C)C(=O)O)c1,0.6041853538577903,6.09089043547663,0.2847447821481623,0.6352193076910518,1.0,0.8727098759456969,1,1.0,-2.4365118000000003,0,0.8181818181818182,False,Cc1cccc(-c2nc(/C=C3\NC(=O)CS3)sc2C(C)C(=O)O)c1,6.2,5.45,0.75,True,3.6,360.5,3.47,2,5,79.3,4,True,True,0.539,True
68,CAND-00080,CC(C(=O)O)c1sc(/C=C2\NC(=O)CS2)nc1-c1cccc(C(F)(F)F)c1,0.6034800835082639,6.25906188514914,0.3360626040575031,0.6721094829824014,1.0,0.7848292715983742,1,1.0,-2.2613589999999992,0,0.7627118644067796,False,CC(C(=O)O)c1sc(/C=C2\NC(=O)CS2)nc1-c1cccc(C(F)(F)F)c1,6.45,5.62,0.83,False,3.65,414.4,4.18,2,5,79.3,4,True,True,0.84,True
69,CAND-01123,COc1c(N2CCN(C(=O)CC[C@@]3(C)NC(=O)NC3=O)C[C@@H]2C)cc(F)c(Cl)c1OC,0.6031935906215729,6.8810619975468885,0.5258670628867319,0.278584863685978,0.75,0.6342001972606895,1,1.0,-4.129795200000002,1,0.7352941176470589,False,COc1c(N2CCN(C(=O)CC[C@@]3(C)NC(=O)NC3=O)C[C@@H]2C)cc(F)c(Cl)c1OC,7.12,7.1,0.02,False,3.74,456.9,1.91,2,6,100.2,6,True,True,0.465,True
70,CAND-00408,O=C(O)CCCc1sc(/C=C2\NC(=O)CS2)nc1-c1ccc(C(F)(F)F)cc1,0.6021947957925028,6.391526318981786,0.3764843655276166,0.6868668547126366,1.0,0.713175376762315,1,1.0,-2.191291699999999,0,0.7931034482758621,False,O=C(O)CCCc1sc(/C=C2\NC(=O)CS2)nc1-c1ccc(C(F)(F)F)cc1,6.28,5.6,0.68,False,3.01,428.5,4.4,2,5,79.3,6,True,True,0.585,True
71,CAND-01303,O=C(O)CCc1sc(/C=C2\NC(=O)CS2)nc1-c1cc(O)ccn1,0.6018094993544327,6.325675070341336,0.3563897379507055,0.4252451767367089,1.0,0.7453821012635999,1,1.0,-3.433459000000001,0,0.7796610169491526,False,O=C(O)CCc1sc(/C=C2\NC(=O)CS2)nc1-c1cc(O)ccn1,6.31,5.32,0.99,False,3.4,363.4,2.09,3,7,112.4,5,True,True,0.514,True
72,CAND-00068,CC(C(=O)O)c1sc(/C=C2\NC(=O)CS2)nc1-c1cccc(Cl)c1,0.6017055673098177,6.133896631292944,0.2978682005535911,0.6605746582342599,1.0,0.8425715567767407,1,1.0,-2.316125799999999,0,0.8035714285714286,False,CC(C(=O)O)c1sc(/C=C2\NC(=O)CS2)nc1-c1cccc(Cl)c1,6.19,5.53,0.66,False,3.62,380.9,3.81,2,5,79.3,4,True,True,0.609,True
73,CAND-01306,O=C(O)CCc1sc(/C=C2\NC(=O)CS2)nc1-c1ncccc1C(F)(F)F,0.6014785505437228,6.259854102668022,0.3363043506656619,0.5548134906572886,1.0,0.777754584036306,1,1.0,-2.8182748,0,0.703125,False,O=C(O)CCc1sc(/C=C2\NC(=O)CS2)nc1-c1ncccc1C(F)(F)F,6.35,5.19,1.16,False,3.31,415.4,3.4,2,6,92.2,5,True,True,0.45,True
74,CAND-00081,CC(C(=O)O)c1sc(/C=C2\NC(=O)CS2)nc1-c1ccc(C(F)(F)F)cc1,0.6014072914506952,6.245476567915419,0.3319170199423656,0.6721094829824014,1.0,0.7848292715983742,1,1.0,-2.2613589999999992,0,0.7857142857142857,False,CC(C(=O)O)c1sc(/C=C2\NC(=O)CS2)nc1-c1ccc(C(F)(F)F)cc1,6.41,5.52,0.89,False,3.62,414.4,4.18,2,5,79.3,4,True,True,0.883,True
75,CAND-00073,COc1ccccc1-c1nc(/C=C2\NC(=O)CS2)sc1C(C)C(=O)O,0.6013837415732666,6.150107335772198,0.3028149263332124,0.5698298371771832,1.0,0.8332542613555344,1,1.0,-2.7469779,0,0.7413793103448276,False,COc1ccccc1-c1nc(/C=C2\NC(=O)CS2)sc1C(C)C(=O)O,6.34,5.27,1.07,False,3.56,376.5,3.17,2,6,88.5,5,True,True,0.655,True
76,CAND-00014,COc1ccc(C2(CCC(=O)N3CCN(c4cccc(Cl)c4)CC3)NC(=O)NC2=O)cc1OC,0.6012753272486303,6.968640683437401,0.552591857222129,0.3310711933196465,0.75,0.5832646621252192,1,1.0,-3.880592600000001,1,0.8095238095238095,False,COc1ccc(C2(CCC(=O)N3CCN(c4cccc(Cl)c4)CC3)NC(=O)NC2=O)cc1OC,7.02,7.16,-0.14,False,3.02,487.0,2.52,2,6,100.2,7,True,True,0.36,True
77,CAND-00197,COc1ccc(-c2nc(/C=C3\NC(=O)CS3)sc2CC(=O)O)c(F)c1,0.6010891084667109,6.156038791974437,0.3046249209169679,0.5016481736074653,1.0,0.8292554933607567,1,1.0,-3.070701200000001,0,0.7419354838709677,False,COc1ccc(-c2nc(/C=C3\NC(=O)CS3)sc2CC(=O)O)c(F)c1,6.29,5.34,0.95,False,3.04,380.4,2.75,2,6,88.5,5,True,True,0.634,True
78,CAND-00015,COc1ccc(C2(CCC(=O)N3CCN(c4cccc(Cl)c4)CC3)NC(=O)NC2=O)cc1O,0.6002232867788945,7.015718241677461,0.5669576592318916,0.3037825252042851,0.75,0.5558148572098288,1,1.0,-4.010157900000002,1,0.7846153846153846,True,COc1ccc(C2(CCC(=O)N3CCN(c4cccc(Cl)c4)CC3)NC(=O)NC2=O)cc1O,7.18,7.13,0.05,False,3.09,472.9,2.22,3,6,111.2,6,True,True,0.314,True
79,CAND-00401,COc1cccc(-c2nc(/C=C3\NC(=O)CS3)sc2CCCC(=O)O)c1,0.5983947609004854,6.287554876877747,0.3447572919967486,0.5845872089074181,1.0,0.7533870496737034,1,1.0,-2.676910600000001,0,0.7704918032786885,False,COc1cccc(-c2nc(/C=C3\NC(=O)CS3)sc2CCCC(=O)O)c1,6.34,5.35,0.99,False,2.93,390.5,3.39,2,6,88.5,7,True,True,0.596,True
80,CAND-01125,COc1c(N2CCN(C(=O)CC[C@H]3NC(=O)NC3=O)C[C@@H]2C)cc(F)c(Cl)c1OC,0.5981824108993049,6.821349243835408,0.5076456081353493,0.2382714233135228,0.75,0.647865356105434,1,1.0,-4.321201500000002,1,0.7313432835820896,False,COc1c(N2CCN(C(=O)CC[C@H]3NC(=O)NC3=O)C[C@@H]2C)cc(F)c(Cl)c1OC,7.03,7.05,-0.02,False,3.61,442.9,1.52,2,6,100.2,6,True,True,0.545,True
81,CAND-00200,COc1ccc(-c2nc(/C=C3\NC(=O)CS3)sc2CC(=O)O)cc1C,0.5977986792796741,6.124889894933136,0.2951197786698701,0.5320594930130406,1.0,0.834129299815797,1,1.0,-2.9263097000000013,0,0.7666666666666667,False,COc1ccc(-c2nc(/C=C3\NC(=O)CS3)sc2CC(=O)O)cc1C,6.16,5.27,0.89,False,2.98,376.5,2.92,2,6,88.5,5,True,True,0.552,True
82,CAND-00731,COc1c(Cl)ccc(C2CCN(C(=O)CC[C@@]3(C)NC(=O)NC3=O)CC2)c1O,0.5962860656544453,6.813502596425844,0.5052511894921515,0.3729251503674476,0.75,0.6455349030278986,1,1.0,-3.681872000000001,1,0.676923076923077,False,COc1c(Cl)ccc(C2CCN(C(=O)CC[C@@]3(C)NC(=O)NC3=O)CC2)c1O,6.87,7.2,-0.33,False,3.27,409.9,2.14,3,5,108.0,5,True,True,0.476,True
83,CAND-00195,COc1c(O)c(C2CCN(C(=O)CC[C@@]3(C)NC(=O)NC3=O)CC2)cc(C)c1Cl,0.595318796073617,6.837217847873741,0.5124879413469308,0.4010243152179805,0.75,0.6302494180005056,1,1.0,-3.548458500000001,1,0.696969696969697,False,COc1c(O)c(C2CCN(C(=O)CC[C@@]3(C)NC(=O)NC3=O)CC2)cc(C)c1Cl,6.94,7.21,-0.27,False,3.39,423.9,2.45,3,5,108.0,5,True,True,0.486,True
84,CAND-00069,CC(C(=O)O)c1sc(/C=C2\NC(=O)CS2)nc1-c1ccc(Cl)cc1,0.5948682252833468,6.089083906289543,0.2841935165006493,0.6605746582342599,1.0,0.8425715567767407,1,1.0,-2.316125799999999,0,0.8301886792452831,False,CC(C(=O)O)c1sc(/C=C2\NC(=O)CS2)nc1-c1ccc(Cl)cc1,5.99,5.49,0.5,False,3.56,380.9,3.81,2,5,79.3,4,True,True,0.673,True
85,CAND-00075,COc1ccc(-c2nc(/C=C3\NC(=O)CS3)sc2C(C)C(=O)O)cc1,0.5924403115584745,6.091491068180434,0.2849280663036285,0.569829837177183,1.0,0.8332542613555343,1,1.0,-2.7469779,0,0.8,False,COc1ccc(-c2nc(/C=C3\NC(=O)CS3)sc2C(C)C(=O)O)cc1,6.21,5.26,0.95,False,3.5,376.5,3.17,2,6,88.5,5,True,True,0.618,True
86,CAND-01124,COc1c(O)c(N2CCN(C(=O)CC[C@@]3(C)NC(=O)NC3=O)C[C@@H]2C)cc(F)c1Cl,0.5921267699998204,6.8810619975468885,0.5258670628867319,0.2512961955706168,0.75,0.5973107951881815,1,1.0,-4.259360500000001,1,0.7142857142857143,False,COc1c(O)c(N2CCN(C(=O)CC[C@@]3(C)NC(=O)NC3=O)C[C@@H]2C)cc(F)c1Cl,7.04,7.15,-0.11,False,3.84,442.9,1.61,3,6,111.2,5,True,True,0.51,True
87,CAND-01192,COc1c(O)cccc1C1(CCC(=O)N2CCN(c3cccc(Cl)c3)CC2)NC(=O)NC1=O,0.5902867082469507,6.950592764627642,0.547084502168004,0.3037825252042853,0.75,0.555814857209829,1,1.0,-4.010157900000001,1,0.7846153846153846,False,COc1c(O)cccc1C1(CCC(=O)N2CCN(c3cccc(Cl)c3)CC2)NC(=O)NC1=O,7.19,7.15,0.04,False,3.19,472.9,2.22,3,6,111.2,6,True,True,0.342,True
88,CAND-00196,COc1ccc(-c2nc(/C=C3\NC(=O)CS3)sc2CC(=O)O)cc1F,0.589530090974893,6.0802796636223775,0.2815068859333319,0.5016481736074653,1.0,0.8292554933607567,1,1.0,-3.070701200000001,0,0.7540983606557377,False,COc1ccc(-c2nc(/C=C3\NC(=O)CS3)sc2CC(=O)O)cc1F,6.28,5.31,0.97,False,3.0,380.4,2.75,2,6,88.5,5,True,True,0.686,True
89,CAND-01191,COc1cccc(C2(CCC(=O)N3CCN(c4cccc(Cl)c4)CC3)NC(=O)NC2=O)c1OC,0.5880015840138734,6.8816430456065,0.5260443707526152,0.3310711933196464,0.75,0.5832646621252192,1,1.0,-3.8805926000000017,1,0.8709677419354839,False,COc1cccc(C2(CCC(=O)N3CCN(c4cccc(Cl)c4)CC3)NC(=O)NC2=O)c1OC,7.02,7.17,-0.15,False,3.1,487.0,2.52,2,6,100.2,7,True,True,0.365,True
90,CAND-00198,COc1ccc(-c2nc(/C=C3\NC(=O)CS3)sc2CC(=O)O)cc1Cl,0.5877097114079894,6.114164757833344,0.2918469836935992,0.5574148435562484,1.0,0.8059540652039663,1,1.0,-2.805923700000001,0,0.7540983606557377,False,COc1ccc(-c2nc(/C=C3\NC(=O)CS3)sc2CC(=O)O)cc1Cl,6.22,5.33,0.89,False,2.99,396.9,3.26,2,6,88.5,5,True,True,0.674,True
91,CAND-00206,COc1ccc(-c2nc(/C=C3\NC(=O)CS3)sc2CC(=O)O)cc1C(F)(F)F,0.5874534948808101,6.215908043189084,0.3228941311643782,0.5689496683043899,1.0,0.7533547643287367,1,1.0,-2.7511569000000007,0,0.71875,False,COc1ccc(-c2nc(/C=C3\NC(=O)CS3)sc2CC(=O)O)cc1C(F)(F)F,6.31,5.28,1.03,False,3.1,430.4,3.63,2,6,88.5,5,True,True,0.731,True
92,CAND-01126,COc1c(O)c(N2CCN(C(=O)CC[C@H]3NC(=O)NC3=O)C[C@@H]2C)cc(F)c1Cl,0.5862158166621154,6.821349243835408,0.5076456081353493,0.2109827551981618,0.75,0.607976708648136,1,1.0,-4.4507668,1,0.7101449275362319,False,COc1c(O)c(N2CCN(C(=O)CC[C@H]3NC(=O)NC3=O)C[C@@H]2C)cc(F)c1Cl,6.94,7.05,-0.11,False,3.7,428.8,1.22,3,6,111.2,5,True,True,0.586,True
93,CAND-00074,COc1cccc(-c2nc(/C=C3\NC(=O)CS3)sc2C(C)C(=O)O)c1,0.586184075365155,6.050486977555432,0.2724155939169896,0.569829837177183,1.0,0.8332542613555343,1,1.0,-2.7469779,0,0.7758620689655172,False,COc1cccc(-c2nc(/C=C3\NC(=O)CS3)sc2C(C)C(=O)O)c1,6.25,5.31,0.94,False,3.56,376.5,3.17,2,6,88.5,5,True,True,0.617,True
94,CAND-01311,N#Cc1ccnc(-c2nc(/C=C3\NC(=O)CS3)sc2CCC(=O)O)c1,0.5857342968519115,6.060495727072929,0.2754697819273465,0.438503460175728,1.0,0.8266646862941273,1,1.0,-3.370509300000001,0,0.71875,False,N#Cc1ccnc(-c2nc(/C=C3\NC(=O)CS3)sc2CCC(=O)O)c1,6.31,5.32,0.99,False,3.34,372.4,2.26,2,7,116.0,5,True,True,0.513,True
95,CAND-00065,CC(C(=O)O)c1sc(/C=C2\NC(=O)CS2)nc1-c1cccc(F)c1,0.5853142395315697,5.97215928297334,0.2485137563044778,0.6048079882854765,1.0,0.8701912045977693,1,1.0,-2.5809033,0,0.8035714285714286,False,CC(C(=O)O)c1sc(/C=C2\NC(=O)CS2)nc1-c1cccc(F)c1,6.21,5.47,0.74,False,3.63,364.4,3.3,2,5,79.3,4,True,True,0.631,True
96,CAND-00403,O=C(O)CCCc1sc(/C=C2\NC(=O)CS2)nc1-c1ccccc1O,0.5845567480929068,6.269538692001242,0.3392596206097285,0.5572985407920572,1.0,0.7164231259601419,1,1.0,-2.8064759,0,0.7894736842105263,False,O=C(O)CCCc1sc(/C=C2\NC(=O)CS2)nc1-c1ccccc1O,6.31,5.38,0.93,False,3.08,376.5,3.08,3,6,99.5,6,True,True,0.469,True
97,CAND-01298,COc1cccnc1-c1nc(/C=C2\NC(=O)CS2)sc1CCC(=O)O,0.5843358930522524,6.109961246395163,0.2905642745785947,0.4525338448520701,1.0,0.7968458525431834,1,1.0,-3.303893700000001,0,0.703125,False,COc1cccnc1-c1nc(/C=C2\NC(=O)CS2)sc1CCC(=O)O,6.38,5.24,1.14,False,3.22,377.4,2.39,2,7,101.4,6,True,True,0.522,True
98,CAND-01300,COc1ccc(-c2nc(/C=C3\NC(=O)CS3)sc2CCC(=O)O)nc1,0.5843358930522524,6.109961246395163,0.2905642745785947,0.4525338448520701,1.0,0.7968458525431834,1,1.0,-3.303893700000001,0,0.7619047619047619,False,COc1ccc(-c2nc(/C=C3\NC(=O)CS3)sc2CCC(=O)O)nc1,6.24,5.35,0.89,False,3.18,377.4,2.39,2,7,101.4,6,True,True,0.431,True
99,CAND-00066,CC(C(=O)O)c1sc(/C=C2\NC(=O)CS2)nc1-c1ccc(F)cc1,0.5842364869894835,5.96509556901794,0.2463582512203053,0.6048079882854765,1.0,0.8701912045977693,1,1.0,-2.5809033,0,0.8301886792452831,False,CC(C(=O)O)c1sc(/C=C2\NC(=O)CS2)nc1-c1ccc(F)cc1,6.13,5.43,0.7,False,3.57,364.4,3.3,2,5,79.3,4,True,True,0.826,True
100,CAND-01472,COc1cc(Cl)cc(C2(CCC(=O)N3CCN(c4cc(Cl)ccc4C)CC3)NC(=O)NC2=O)c1OC,0.582689378172514,6.957165530629321,0.5490901935965,0.4126248735639204,0.75,0.52714760458088,1,1.0,-3.4933796,1,0.8461538461538461,False,COc1cc(Cl)cc(C2(CCC(=O)N3CCN(c4cc(Cl)ccc4C)CC3)NC(=O)NC2=O)c1OC,6.95,7.28,-0.33,False,3.25,535.4,3.48,2,6,100.2,7,True,True,0.374,True
101,CAND-01310,N#Cc1cccnc1-c1nc(/C=C2\NC(=O)CS2)sc1CCC(=O)O,0.582538634042119,6.0395509859521255,0.2690784563077615,0.438503460175728,1.0,0.8266646862941273,1,1.0,-3.370509300000001,0,0.703125,False,N#Cc1cccnc1-c1nc(/C=C2\NC(=O)CS2)sc1CCC(=O)O,6.3,5.36,0.94,False,3.34,372.4,2.26,2,7,116.0,5,True,True,0.419,True
102,CAND-00082,CC(C(=O)O)c1sc(/C=C2\NC(=O)CS2)nc1-c1ccccc1C#N,0.5809481259990047,5.971079817609316,0.2481843554970507,0.5557994525008411,1.0,0.8561864941682643,1,1.0,-2.8135935,0,0.7288135593220338,False,CC(C(=O)O)c1sc(/C=C2\NC(=O)CS2)nc1-c1ccccc1C#N,6.24,5.43,0.81,True,3.75,371.4,3.03,2,6,103.1,4,True,True,0.575,True
103,CAND-00404,O=C(O)CCCc1sc(/C=C2\NC(=O)CS2)nc1-c1cccc(O)c1,0.58094502476068,6.245867042426183,0.332036173945275,0.5572985407920571,1.0,0.7164231259601419,1,1.0,-2.8064759,0,0.8392857142857143,False,O=C(O)CCCc1sc(/C=C2\NC(=O)CS2)nc1-c1cccc(O)c1,6.31,5.4,0.91,False,3.05,376.5,3.08,3,6,99.5,6,True,True,0.529,True
104,CAND-00083,CC(C(=O)O)c1sc(/C=C2\NC(=O)CS2)nc1-c1cccc(C#N)c1,0.5798695383385357,5.964010630192111,0.2460271801761129,0.5557994525008411,1.0,0.8561864941682643,1,1.0,-2.8135935,0,0.7758620689655172,False,CC(C(=O)O)c1sc(/C=C2\NC(=O)CS2)nc1-c1cccc(C#N)c1,6.21,5.44,0.77,False,3.71,371.4,3.03,2,6,103.1,4,True,True,0.607,True
105,CAND-00085,O=C1CS/C(=C/c2nc(-c3ccccc3)c(C(CF)C(=O)O)s2)N1,0.5797607552064594,5.97112836028284,0.2481991683816383,0.5764705101830734,1.0,0.8522039033854677,1,1.0,-2.7154483000000007,0,0.7321428571428571,False,O=C1CS/C(=C/c2nc(-c3ccccc3)c(C(CF)C(=O)O)s2)N1,6.25,5.44,0.81,True,3.71,364.4,3.11,2,5,79.3,5,True,True,0.472,True
106,CAND-01127,COc1c(N2CCN(C(=O)[C@@H](CO)C[C@@]3(C)NC(=O)NC3=O)CC2)cc(F)c(F)c1OC,0.5789549269114477,6.98112123394351,0.5564003197729976,0.0272886681153613,0.75,0.5025158900831627,1,1.0,-5.322937600000001,1,0.7230769230769231,False,COc1c(N2CCN(C(=O)[C@@H](CO)C[C@@]3(C)NC(=O)NC3=O)CC2)cc(F)c(F)c1OC,7.3,7.33,-0.03,False,3.77,456.4,0.23,3,7,120.4,7,True,True,0.419,True
107,CAND-01312,N#Cc1ccc(-c2nc(/C=C3\NC(=O)CS3)sc2CCC(=O)O)nc1,0.5789106811699357,6.015772966108008,0.2618225505633951,0.438503460175728,1.0,0.8266646862941273,1,1.0,-3.370509300000001,0,0.7619047619047619,False,N#Cc1ccc(-c2nc(/C=C3\NC(=O)CS3)sc2CCC(=O)O)nc1,6.23,5.35,0.88,False,3.29,372.4,2.26,2,7,116.0,5,True,True,0.419,True
108,CAND-01313,N#Cc1cccc(-c2nc(/C=C3\NC(=O)CS3)sc2CCC(=O)O)n1,0.5789106811699357,6.015772966108008,0.2618225505633951,0.438503460175728,1.0,0.8266646862941273,1,1.0,-3.370509300000001,0,0.7142857142857143,False,N#Cc1cccc(-c2nc(/C=C3\NC(=O)CS3)sc2CCC(=O)O)n1,6.27,5.39,0.88,False,3.37,372.4,2.26,2,7,116.0,5,True,True,0.427,True
109,CAND-00199,COc1ccc(-c2nc(/C=C3\NC(=O)CS3)sc2CC(=O)O)c(Cl)c1,0.5784493297202797,6.053471152571058,0.2733262203181796,0.5574148435562484,1.0,0.8059540652039663,1,1.0,-2.805923700000001,0,0.7419354838709677,False,COc1ccc(-c2nc(/C=C3\NC(=O)CS3)sc2CC(=O)O)c(Cl)c1,6.2,5.36,0.84,False,3.03,396.9,3.26,2,6,88.5,5,True,True,0.631,True
110,CAND-00016,COc1c(C2CCN(C(=O)CC[C@H]3NC(=O)NC3=O)CC2)cc(Cl)c(Cl)c1OC,0.5784029679864772,6.671409018062438,0.4618910771596826,0.4133548935040944,0.75,0.658191431355453,1,1.0,-3.489913500000001,1,0.7096774193548387,False,COc1c(C2CCN(C(=O)CC[C@H]3NC(=O)NC3=O)CC2)cc(Cl)c(Cl)c1OC,6.97,7.2,-0.23,False,3.18,444.3,2.7,2,5,97.0,6,True,True,0.558,True
111,CAND-00203,COc1ccc(-c2nc(/C=C3\NC(=O)CS3)sc2CC(=O)O)c(OC)c1,0.5776957862917871,6.100127891113065,0.2875636084362697,0.4666700224991716,1.0,0.7797132735788409,1,1.0,-3.236775800000001,0,0.7540983606557377,False,COc1ccc(-c2nc(/C=C3\NC(=O)CS3)sc2CC(=O)O)c(OC)c1,6.23,5.29,0.94,False,2.99,392.5,2.62,2,7,97.8,6,True,True,0.615,True
112,CAND-01473,COc1c(O)cc(Cl)cc1C1(CCC(=O)N2CCN(c3cc(Cl)ccc3C)CC2)NC(=O)NC1=O,0.5757671119969348,6.957165530629321,0.5490901935965,0.3853362054485587,0.75,0.5040733839956159,1,1.0,-3.622944900000002,1,0.7910447761194029,False,COc1c(O)cc(Cl)cc1C1(CCC(=O)N2CCN(c3cc(Cl)ccc3C)CC2)NC(=O)NC1=O,7.12,7.24,-0.12,False,3.33,521.4,3.18,3,6,111.2,6,True,True,0.382,True
113,CAND-00405,O=C(O)CCCc1sc(/C=C2\NC(=O)CS2)nc1-c1ccc(O)cc1,0.5756133180781149,6.210922424409478,0.3213727605801446,0.5572985407920571,1.0,0.7164231259601419,1,1.0,-2.8064759,0,0.8518518518518519,False,O=C(O)CCCc1sc(/C=C2\NC(=O)CS2)nc1-c1ccc(O)cc1,6.22,5.38,0.84,False,2.99,376.5,3.08,3,6,99.5,6,True,True,0.501,True
114,CAND-01305,O=C(O)CCc1sc(/C=C2\NC(=O)CS2)nc1-c1cccc(O)n1,0.5754040955418165,6.152611020732971,0.3035789303254731,0.4252451767367089,1.0,0.7453821012635999,1,1.0,-3.433459000000001,0,0.7627118644067796,False,O=C(O)CCc1sc(/C=C2\NC(=O)CS2)nc1-c1cccc(O)n1,6.31,5.36,0.95,False,3.45,363.4,2.09,3,7,112.4,5,True,True,0.54,True
115,CAND-00207,COc1ccc(-c2nc(/C=C3\NC(=O)CS3)sc2CC(=O)O)c(C(F)(F)F)c1,0.5741857998952098,6.12895004627788,0.2963587411931775,0.5689496683043901,1.0,0.7533547643287367,1,1.0,-2.7511569,0,0.7076923076923077,False,COc1ccc(-c2nc(/C=C3\NC(=O)CS3)sc2CC(=O)O)c(C(F)(F)F)c1,6.33,5.32,1.01,False,3.14,430.4,3.63,2,6,88.5,5,True,True,0.703,True
